no,date,red1,red2,red3,red4,red5,blue1,blue2
07001,20070530,22,24,29,31,35,04,11
07002,20070602,15,22,31,34,35,05,12
07003,20070604,03,04,18,23,32,01,06
07004,20070606,06,10,16,17,25,02,04
07005,20070609,01,09,19,20,30,02,11
07006,20070611,01,16,20,23,28,03,06
07007,20070613,14,16,25,26,35,04,09
07008,20070616,02,08,11,21,23,04,07
07009,20070618,01,03,09,19,34,09,12
07010,20070620,06,08,18,29,34,09,11
07011,20070623,29,32,33,34,35,09,10
07012,20070625,03,12,15,29,34,07,11
07013,20070627,12,17,27,29,34,06,09
07014,20070630,01,02,07,29,32,06,07
07015,20070702,02,08,12,13,17,11,12
07016,20070704,01,14,19,24,31,03,12
07017,20070707,13,14,29,32,34,03,12
07018,20070709,03,04,16,23,28,06,09
07019,20070711,03,06,17,22,23,04,06
07020,20070714,02,06,11,12,18,05,12
07021,20070716,02,04,24,29,33,01,02
07022,20070718,08,10,12,23,25,03,10
07023,20070721,08,10,23,32,34,08,10
07024,20070723,06,16,20,25,31,04,09
07025,20070725,22,24,26,27,34,02,10
07026,20070728,05,09,13,33,35,01,08
07027,20070730,02,03,10,19,27,06,10
07028,20070801,20,26,30,34,35,03,10
07029,20070804,15,22,25,29,35,09,11
07030,20070806,11,14,27,33,35,02,07
07031,20070808,03,21,27,31,32,06,08
07032,20070811,01,13,21,23,32,04,11
07033,20070813,01,05,08,14,22,03,12
07034,20070815,06,08,11,13,22,02,11
07035,20070818,07,11,16,31,32,01,12
07036,20070820,15,18,21,27,34,01,02
07037,20070822,01,06,07,17,31,11,12
07038,20070825,06,21,25,27,32,08,09
07039,20070827,10,11,20,21,35,07,11
07040,20070829,05,21,25,28,35,01,04
07041,20070901,03,16,17,22,35,01,08
07042,20070903,07,10,22,31,35,05,06
07043,20070905,04,09,22,24,31,02,06
07044,20070908,04,05,07,12,26,01,10
07045,20070910,09,16,20,26,35,11,12
07046,20070912,04,16,18,23,30,01,10
07047,20070915,01,06,15,19,35,02,09
07048,20070917,08,25,26,29,35,06,08
07049,20070919,09,10,15,17,32,04,06
07050,20070922,13,21,22,30,35,01,11
07051,20070924,03,07,24,28,35,08,11
07052,20070926,01,14,29,32,33,05,10
07053,20070929,11,16,19,21,25,01,10
07054,20071001,04,10,19,29,34,03,06
07055,20071003,10,16,24,31,33,07,10
07056,20071006,04,11,17,20,21,05,09
07057,20071008,14,16,30,32,35,06,07
07058,20071010,08,21,25,28,33,02,06
07059,20071013,04,15,23,31,33,03,09
07060,20071015,12,13,29,30,31,04,07
07061,20071017,02,10,19,28,29,02,09
07062,20071020,01,04,10,14,29,11,12
07063,20071022,10,31,33,34,35,07,12
07064,20071024,02,16,32,33,35,05,10
07065,20071027,19,20,24,29,31,09,10
07066,20071029,04,07,08,19,24,07,12
07067,20071031,11,18,25,30,31,04,09
07068,20071103,04,09,13,14,33,06,10
07069,20071105,02,13,16,21,35,01,05
07070,20071107,07,26,29,30,35,03,04
07071,20071110,10,22,32,33,35,01,07
07072,20071112,21,24,26,27,33,01,05
07073,20071114,04,05,09,12,23,02,11
07074,20071117,16,17,23,24,31,05,10
07075,20071119,05,11,20,30,32,07,11
07076,20071121,02,09,12,15,31,09,10
07077,20071124,04,06,12,13,24,01,04
07078,20071126,09,12,14,22,23,01,02
07079,20071128,06,09,25,26,31,02,08
07080,20071201,01,15,20,25,27,05,10
07081,20071203,06,18,20,22,35,04,09
07082,20071205,03,05,14,33,34,07,08
07083,20071208,01,05,20,21,24,03,04
07084,20071210,05,11,18,29,34,10,11
07085,20071212,17,24,28,29,33,02,05
07086,20071215,14,18,19,26,28,03,09
07087,20071217,08,18,30,31,33,04,09
07088,20071219,17,18,21,23,33,06,10
07089,20071222,08,13,24,30,34,01,12
07090,20071224,04,20,24,31,33,09,12
07091,20071226,07,12,26,31,32,03,08
07092,20071229,06,19,27,28,29,06,10
07093,20071231,06,08,16,25,27,08,12
08001,20080102,01,02,11,34,35,03,10
08002,20080105,01,12,24,31,32,10,12
08003,20080107,01,11,13,32,35,02,07
08004,20080109,09,22,24,31,33,08,09
08005,20080112,18,25,29,31,34,09,10
08006,20080114,10,12,26,29,34,05,07
08007,20080116,03,04,05,12,28,03,12
08008,20080119,02,06,08,17,32,08,09
08009,20080121,04,08,12,24,30,05,08
08010,20080123,06,23,24,27,29,06,08
08011,20080126,14,20,22,24,27,07,10
08012,20080128,02,10,29,32,35,02,03
08013,20080130,01,11,19,22,35,05,09
08014,20080202,04,07,10,28,34,01,06
08015,20080204,09,18,20,27,33,06,09
08016,20080213,08,10,11,17,19,06,09
08017,20080216,02,14,25,29,32,01,06
08018,20080218,03,06,07,11,30,02,03
08019,20080220,08,24,25,29,31,04,05
08020,20080223,04,05,15,17,33,04,08
08021,20080225,05,10,13,21,24,04,09
08022,20080227,09,12,13,25,31,08,10
08023,20080301,06,26,31,32,34,07,10
08024,20080303,08,12,17,20,30,01,02
08025,20080305,06,10,12,15,28,04,12
08026,20080308,01,21,22,24,25,08,10
08027,20080310,05,17,23,31,32,04,08
08028,20080312,03,11,17,19,26,07,12
08029,20080315,06,11,18,29,30,04,11
08030,20080317,03,21,23,26,35,05,08
08031,20080319,14,20,23,27,28,02,04
08032,20080322,03,09,19,27,33,09,10
08033,20080324,03,10,21,23,30,01,09
08034,20080326,06,07,18,34,35,05,10
08035,20080329,02,12,13,29,30,05,07
08036,20080331,09,19,22,30,32,01,10
08037,20080402,11,20,24,31,35,04,10
08038,20080405,12,13,19,32,33,02,10
08039,20080407,07,11,15,27,35,04,07
08040,20080409,04,08,19,22,29,08,11
08041,20080412,07,17,21,22,28,05,10
08042,20080414,05,10,13,32,35,04,05
08043,20080416,05,08,10,31,33,02,04
08044,20080419,02,21,23,27,32,10,11
08045,20080421,14,32,33,34,35,02,04
08046,20080423,11,25,26,27,35,07,08
08047,20080426,12,18,22,23,30,06,12
08048,20080428,01,13,22,25,27,02,10
08049,20080430,01,11,14,28,30,03,10
08050,20080503,01,05,11,26,27,03,07
08051,20080505,01,07,09,11,33,03,11
08052,20080507,03,18,19,30,35,05,09
08053,20080510,01,13,21,23,32,03,06
08054,20080512,05,14,23,31,35,02,06
08055,20080514,02,14,28,30,35,04,12
08056,20080517,15,19,25,30,31,03,09
08057,20080519,05,08,09,17,33,05,06
08058,20080521,03,09,11,29,33,03,12
08059,20080524,07,13,21,25,31,08,10
08060,20080526,03,13,17,23,30,01,11
08061,20080528,07,10,14,19,32,03,06
08062,20080531,01,15,27,28,29,03,10
08063,20080602,07,11,24,30,35,06,08
08064,20080604,14,18,24,27,31,06,07
08065,20080607,19,22,23,25,32,06,12
08066,20080609,02,07,21,22,25,04,12
08067,20080611,03,10,14,15,22,04,07
08068,20080614,06,09,11,33,34,06,10
08069,20080616,05,13,16,29,33,06,08
08070,20080618,09,17,18,21,31,01,05
08071,20080621,01,05,11,14,25,01,09
08072,20080623,10,25,32,33,34,03,09
08073,20080625,02,05,06,07,31,08,10
08074,20080628,10,13,22,31,35,04,12
08075,20080630,01,10,13,30,33,06,07
08076,20080702,03,05,10,27,34,01,12
08077,20080705,01,08,21,33,34,05,07
08078,20080707,08,17,20,28,31,07,11
08079,20080709,20,23,26,32,33,05,12
08080,20080712,06,09,29,31,33,05,11
08081,20080714,07,08,20,22,29,04,07
08082,20080716,15,19,29,33,35,01,02
08083,20080719,06,14,15,30,31,03,10
08084,20080721,02,17,20,22,25,05,11
08085,20080723,03,07,13,15,19,02,10
08086,20080726,01,06,10,22,35,03,07
08087,20080728,14,22,32,33,35,01,05
08088,20080730,07,11,19,27,31,02,03
08089,20080802,08,13,24,32,33,03,09
08090,20080804,04,11,18,33,34,02,06
08091,20080806,09,13,19,22,25,04,10
08092,20080809,03,23,26,32,34,04,09
08093,20080811,06,07,10,24,30,05,08
08094,20080813,07,12,19,27,34,11,12
08095,20080816,03,04,11,21,25,01,07
08096,20080818,06,07,12,25,28,02,12
08097,20080820,01,10,31,33,35,03,10
08098,20080823,07,10,22,27,33,04,08
08099,20080825,03,18,23,25,30,06,10
08100,20080827,12,20,26,29,30,02,06
08101,20080830,10,13,23,31,33,04,11
08102,20080901,05,25,26,29,35,03,10
08103,20080903,02,11,22,30,34,04,09
08104,20080906,07,08,10,24,34,08,11
08105,20080908,12,21,22,26,35,04,05
08106,20080910,03,05,21,28,33,02,06
08107,20080913,01,02,13,15,16,04,09
08108,20080915,11,16,24,29,32,09,11
08109,20080917,01,10,18,28,34,05,08
08110,20080920,05,16,25,27,33,04,09
08111,20080922,02,11,12,14,19,05,09
08112,20080924,04,18,26,32,33,05,08
08113,20080927,11,14,17,19,22,01,08
08114,20080929,02,03,22,27,31,06,07
08115,20081001,07,09,19,21,33,07,10
08116,20081004,06,08,15,24,31,01,03
08117,20081006,13,23,24,25,30,02,08
08118,20081008,06,09,19,25,30,06,12
08119,20081011,01,02,10,19,27,01,11
08120,20081013,21,23,24,25,32,03,04
08121,20081015,11,23,24,32,35,04,10
08122,20081018,03,06,12,20,29,09,12
08123,20081020,01,06,12,28,31,08,09
08124,20081022,02,10,13,29,33,06,10
08125,20081025,01,04,28,33,34,06,11
08126,20081027,09,29,32,34,35,01,08
08127,20081029,08,21,22,31,33,01,07
08128,20081101,12,15,23,24,25,10,11
08129,20081103,13,16,20,25,27,04,05
08130,20081105,03,05,22,29,34,07,12
